player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
3580,Aaron,Hughes,Aaron Hughes,2018,43,aaron-hughes,Northern Ireland,Cookstown,Northern Ireland,1979-11-08,Centre-Back,Defender,right,183,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/3580-1464948875.jpg?lm=1,https://www.transfermarkt.co.uk/aaron-hughes/profil/spieler/3580,SC1,Heart of Midlothian Football Club,200000,5500000
3583,Steve,Simonsen,Steve Simonsen,2012,511,steve-simonsen,England,South Shields,England,1979-04-03,Goalkeeper,Goalkeeper,right,187,,,https://img.a.transfermarkt.technology/portrait/header/s_3583_512_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/steve-simonsen/profil/spieler/3583,SC1,Dundee Football Club,125000,2500000
3589,Gary,Naysmith,Gary Naysmith,2012,370,gary-naysmith,Scotland,Edinburgh,Scotland,1978-11-16,Left-Back,Defender,left,178,,,https://img.a.transfermarkt.technology/portrait/header/s_3589_3024_2014_02_19_1.jpg?lm=1,https://www.transfermarkt.co.uk/gary-naysmith/profil/spieler/3589,SC1,Aberdeen Football Club,450000,2000000
3597,Jamie,Carragher,Jamie Carragher,2012,31,jamie-carragher,England,Bootle,England,1978-01-28,Centre-Back,Defender,right,185,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/3597-1476358918.jpg?lm=1,https://www.transfermarkt.co.uk/jamie-carragher/profil/spieler/3597,GB1,Liverpool Football Club,1000000,19000000
3613,Sean,O'Hanlon,Sean O'Hanlon,2012,903,sean-ohanlon,England,Liverpool,England,1983-01-02,Centre-Back,Defender,right,185,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/sean-ohanlon/profil/spieler/3613,SC1,Hibernian Football Club,350000,425000
3614,Tony,Hibbert,Tony Hibbert,2015,29,tony-hibbert,England,Liverpool,England,1981-02-20,Right-Back,Defender,right,173,,,https://img.a.transfermarkt.technology/portrait/header/s_3614_29_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/tony-hibbert/profil/spieler/3614,GB1,Everton Football Club,500000,4500000
3620,Leon,Osman,Leon Osman,2015,29,leon-osman,England,Wigan,England,1981-05-17,Central Midfield,Midfield,right,173,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/s_3620_29_2013_10_18_1.jpg?lm=1,https://www.transfermarkt.co.uk/leon-osman/profil/spieler/3620,GB1,Everton Football Club,1000000,8000000
3630,Paul,Robinson,Paul Robinson,2016,1132,paul-robinson,England,Beverley,England,1979-10-15,Goalkeeper,Goalkeeper,right,193,,SEM Group plc.,https://img.a.transfermarkt.technology/portrait/header/3630-1483518484.jpg?lm=1,https://www.transfermarkt.co.uk/paul-robinson/profil/spieler/3630,GB1,Burnley Football Club,250000,9000000
3634,Ian,Harte,Ian Harte,2012,1032,ian-harte,Ireland,Drogheda,Ireland,1977-08-31,Left-Back,Defender,left,175,,,https://img.a.transfermarkt.technology/portrait/header/s_3634_1032_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/ian-harte/profil/spieler/3634,GB1,Reading FC,150000,3500000
3640,Mark,Hudson,Mark Hudson,2013,603,mark-hudson,England,Guildford,England,1982-03-30,Centre-Back,Defender,right,187,,,https://img.a.transfermarkt.technology/portrait/header/s_3640_603_2013_04_17_1.jpg?lm=1,https://www.transfermarkt.co.uk/mark-hudson/profil/spieler/3640,GB1,Cardiff City,500000,1250000
3666,Jason,Roberts,Jason Roberts,2012,1032,jason-roberts,England,London,Grenada,1978-01-25,Centre-Forward,Attack,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_3666_164_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/jason-roberts/profil/spieler/3666,GB1,Reading FC,250000,4000000
3668,Lloyd,Dyer,Lloyd Dyer,2015,1010,lloyd-dyer,England,Birmingham,England,1982-09-13,Left Midfield,Midfield,left,173,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/lloyd-dyer/profil/spieler/3668,GB1,Watford FC,250000,1000000
3682,Wayne,Bridge,Wayne Bridge,2012,281,wayne-bridge,England,Southampton,England,1980-08-05,Left-Back,Defender,left,178,,,https://img.a.transfermarkt.technology/portrait/header/3682-1478785065.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-bridge/profil/spieler/3682,GB1,Manchester City Football Club,500000,9000000
3692,Jussi,JÃ¤Ã¤skelÃ¤inen,Jussi JÃ¤Ã¤skelÃ¤inen,2014,379,jussi-jaaskelainen,Finland,Mikkeli,Finland,1975-04-19,Goalkeeper,Goalkeeper,right,191,,,https://img.a.transfermarkt.technology/portrait/header/s_3692_355_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/jussi-jaaskelainen/profil/spieler/3692,GB1,West Ham United Football Club,150000,5750000
3698,Anton,Ferdinand,Anton Ferdinand,2018,465,anton-ferdinand,England,London,England,1985-02-18,Centre-Back,Defender,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_3698_589_2014_02_11_1.jpg?lm=1,https://www.transfermarkt.co.uk/anton-ferdinand/profil/spieler/3698,SC1,Saint Mirren Football Club,300000,7000000
3707,Bernard,Mendy,Bernard Mendy,2012,3911,bernard-mendy,France,Ã‰vreux,France,1981-08-20,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_3707_3911_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/bernard-mendy/profil/spieler/3707,FR1,Stade brestois 29,150000,8500000
3713,Massimo,Maccarone,Massimo Maccarone,2016,749,massimo-maccarone,Italy,Galliate,Italy,1979-09-06,Centre-Forward,Attack,right,180,,Assist,https://img.a.transfermarkt.technology/portrait/header/3713-1449071544.jpg?lm=1,https://www.transfermarkt.co.uk/massimo-maccarone/profil/spieler/3713,IT1,Empoli Football Club S.r.l.,150000,6500000
3719,Peter,Enckelman,Peter Enckelman,2012,43,peter-enckelman,Finland,Turku,Finland,1977-03-10,Goalkeeper,Goalkeeper,right,188,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/peter-enckelman/profil/spieler/3719,SC1,Heart of Midlothian Football Club,350000,1500000
3730,Kim,KÃ¤llstrÃ¶m,Kim KÃ¤llstrÃ¶m,2014,232,kim-kallstrom,Sweden,Sandviken,Sweden,1982-08-24,Central Midfield,Midfield,left,185,,Roger Ljung,https://img.a.transfermarkt.technology/portrait/header/3730-1464871252.jpg?lm=1,https://www.transfermarkt.co.uk/kim-kallstrom/profil/spieler/3730,RU1,FK Spartak Moskva,800000,11500000
3753,Georgios,Theodoridis,Georgios Theodoridis,2014,6418,georgios-theodoridis,Germany,Frankfurt am Main,Greece,1980-07-03,Attacking Midfield,Midfield,,,,Socceragent24,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/georgios-theodoridis/profil/spieler/3753,GR1,Panetolikos Agrinio,250000,1300000
3755,Ã“scar,Ustari,Ã“scar Ustari,2013,289,oscar-ustari,Argentina,AmÃ©rica,Argentina,1986-07-03,Goalkeeper,Goalkeeper,right,183,2023-12-31 00:00:00,Primotempo,https://img.a.transfermarkt.technology/portrait/header/s_3755_3302_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/oscar-ustari/profil/spieler/3755,GB1,Sunderland AFC,600000,7000000
3762,Peter,Whittingham,Peter Whittingham,2013,603,peter-whittingham,England,Nuneaton,England,1984-09-08,Central Midfield,Midfield,left,177,,,https://img.a.transfermarkt.technology/portrait/header/3762-1584628759.jpg?lm=1,https://www.transfermarkt.co.uk/peter-whittingham/profil/spieler/3762,GB1,Cardiff City,750000,2750000
3771,RaÃºl,Bravo,RaÃºl Bravo,2015,2079,raul-bravo,Spain,Gandia,Spain,1981-04-14,Centre-Back,Defender,left,181,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/raul-bravo/profil/spieler/3771,GR1,Veria NPS,100000,4000000
3775,George,McCartney,George McCartney,2013,379,george-mccartney,Northern Ireland,Belfast,Northern Ireland,1981-04-29,Left-Back,Defender,left,183,,,https://img.a.transfermarkt.technology/portrait/header/s_3775_289_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/george-mccartney/profil/spieler/3775,GB1,West Ham United Football Club,1000000,4000000
3783,Sam,Parkin,Sam Parkin,2012,465,sam-parkin,England,Roehampton,Scotland,1981-03-14,Centre-Forward,Attack,left,188,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/sam-parkin/profil/spieler/3783,SC1,Saint Mirren Football Club,200000,800000
3785,Scott,Parker,Scott Parker,2013,931,scott-parker,England,London,England,1980-10-13,Central Midfield,Midfield,right,180,,,https://img.a.transfermarkt.technology/portrait/header/3785-1473149636.jpg?lm=1,https://www.transfermarkt.co.uk/scott-parker/profil/spieler/3785,GB1,Fulham Football Club,500000,18000000
3788,Matthew,Etherington,Matthew Etherington,2013,512,matthew-etherington,England,Truro,England,1981-08-14,Left Midfield,Midfield,left,178,,TMUS Sports,https://img.a.transfermarkt.technology/portrait/header/s_3788_512_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/matthew-etherington/profil/spieler/3788,GB1,Stoke City,1500000,7000000
3791,Gary,Caldwell,Gary Caldwell,2012,1071,gary-caldwell,Scotland,Stirling,Scotland,1982-04-12,Centre-Back,Defender,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_3791_1071_2013_02_18_1.jpg?lm=1,https://www.transfermarkt.co.uk/gary-caldwell/profil/spieler/3791,GB1,Wigan Athletic,500000,5250000
3804,Carlo,Nash,Carlo Nash,2013,1123,carlo-nash,England,Bolton,England,1973-09-13,Goalkeeper,Goalkeeper,right,197,,,https://img.a.transfermarkt.technology/portrait/header/s_3804_512_2013_03_08_1.jpg?lm=1,https://www.transfermarkt.co.uk/carlo-nash/profil/spieler/3804,GB1,Norwich City,250000,800000
3807,Richard,Dunne,Richard Dunne,2014,1039,richard-dunne,Ireland,Dublin,Ireland,1979-09-21,Centre-Back,Defender,right,188,,,https://img.a.transfermarkt.technology/portrait/header/s_3807_405_2012_11_12_1.jpg?lm=1,https://www.transfermarkt.co.uk/richard-dunne/profil/spieler/3807,GB1,Queens Park Rangers,500000,12000000
3816,Sofian,Chahed,Sofian Chahed,2012,42,sofian-chahed,Germany,Berlin,Tunisia,1983-04-18,Right-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_3816_42_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/sofian-chahed/profil/spieler/3816,L1,Hannover 96,500000,2000000
3817,Malik,Fathi,Malik Fathi,2013,39,malik-fathi,Germany,Berlin,Germany,1983-10-29,Left-Back,Defender,left,185,,ISM Matchplan GmbH,https://img.a.transfermarkt.technology/portrait/header/3817-1669393593.jpg?lm=1,https://www.transfermarkt.co.uk/malik-fathi/profil/spieler/3817,L1,1. FuÃŸball- und Sportverein Mainz 05,100000,4000000
3824,Gordon,Greer,Gordon Greer,2017,2553,gordon-greer,Scotland,Glasgow,Scotland,1980-12-14,Centre-Back,Defender,right,192,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/gordon-greer/profil/spieler/3824,SC1,Kilmarnock Football Club,200000,500000
3825,Jay,McEveley,Jay McEveley,2016,2759,jay-mceveley,England,Liverpool,Scotland,1985-02-11,Centre-Back,Defender,left,186,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jay-mceveley/profil/spieler/3825,SC1,Ross County Football Club,400000,1250000
3838,Boaz,Myhill,Boaz Myhill,2017,984,boaz-myhill,United States,"Modesto, Kalifornien",Wales,1982-11-09,Goalkeeper,Goalkeeper,right,191,,,https://img.a.transfermarkt.technology/portrait/header/s_3838_984_2013_09_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/boaz-myhill/profil/spieler/3838,GB1,West Bromwich Albion,350000,3500000
3851,Jan-Ingwer,Callsen-Bracker,Jan-Ingwer Callsen-Bracker,2018,167,jan-ingwer-callsen-bracker,Germany,Schleswig,Germany,1984-09-23,Centre-Back,Defender,right,188,,,https://img.a.transfermarkt.technology/portrait/header/3851-1534232243.jpg?lm=1,https://www.transfermarkt.co.uk/jan-ingwer-callsen-bracker/profil/spieler/3851,L1,FC Augsburg 1907,100000,2500000
3869,Andrew,Davies,Andrew Davies,2018,511,andrew-davies,England,Stockton-on-Tees,England,1984-12-17,Centre-Back,Defender,right,190,,,https://img.a.transfermarkt.technology/portrait/header/s_3869_1027_2014_04_09_1.jpg?lm=1,https://www.transfermarkt.co.uk/andrew-davies/profil/spieler/3869,SC1,Dundee Football Club,250000,1100000
3875,Jermain,Defoe,Jermain Defoe,2021,124,jermain-defoe,England,London,England,1982-10-07,Centre-Forward,Attack,right,171,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/3875-1483634406.jpg?lm=1,https://www.transfermarkt.co.uk/jermain-defoe/profil/spieler/3875,SC1,Rangers Football Club,400000,18000000
3876,Joe,Cole,Joe Cole,2015,405,joe-cole,England,London,England,1981-11-08,Attacking Midfield,Midfield,right,176,,Skillequal Ltd.,https://img.a.transfermarkt.technology/portrait/header/3876-1524234241.jpg?lm=1,https://www.transfermarkt.co.uk/joe-cole/profil/spieler/3876,GB1,Aston Villa Football Club,150000,21000000
3878,Michael,Carrick,Michael Carrick,2017,985,michael-carrick,England,Wallsend,England,1981-07-28,Defensive Midfield,Midfield,right,189,,10Ten Football,https://img.a.transfermarkt.technology/portrait/header/3878-1666625002.jpg?lm=1,https://www.transfermarkt.co.uk/michael-carrick/profil/spieler/3878,GB1,Manchester United Football Club,1000000,26500000
3881,Glen,Johnson,Glen Johnson,2017,512,glen-johnson,England,London,England,1984-08-23,Right-Back,Defender,both,182,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/3881-1475583851.jpg?lm=1,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,GB1,Stoke City,2500000,17000000
3890,,Eduardo,Eduardo,2013,1147,eduardo,Brazil,SÃ£o JoÃ£o do PiauÃ­,Brazil,1980-08-05,Centre-Forward,Attack,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_3890_1147_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/eduardo/profil/spieler/3890,FR1,AC Ajaccio,500000,2500000
3900,Henri,Camara,Henri Camara,2015,6418,henri-camara,Senegal,Dakar,Senegal,1977-05-10,Centre-Forward,Attack,both,178,,Willie McKay,https://img.a.transfermarkt.technology/portrait/header/3900-1414138005.jpg?lm=1,https://www.transfermarkt.co.uk/henri-camara/profil/spieler/3900,GR1,Panetolikos Agrinio,150000,6500000
3901,Pierre-Alain,Frau,Pierre-Alain Frau,2013,750,pierre-alain-frau,France,MontbÃ©liard,France,1980-04-15,Centre-Forward,Attack,right,175,,,https://img.a.transfermarkt.technology/portrait/header/3901-1677151313.jpg?lm=1,https://www.transfermarkt.co.uk/pierre-alain-frau/profil/spieler/3901,FR1,FC Sochaux-MontbÃ©liard,250000,8750000
3913,Omar,Daf,Omar Daf,2012,750,omar-daf,Senegal,Dakar,Senegal,1977-02-12,Right-Back,Defender,right,177,,,https://img.a.transfermarkt.technology/portrait/header/s_3913_750_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/omar-daf/profil/spieler/3913,FR1,FC Sochaux-MontbÃ©liard,250000,2000000
3914,Pascal,Feindouno,Pascal Feindouno,2012,2292,pascal-feindouno,Guinea,Conakry,Guinea,1981-02-27,Right Winger,Attack,right,176,,ISM,https://img.a.transfermarkt.technology/portrait/header/3914-1447919569.jpg?lm=1,https://www.transfermarkt.co.uk/pascal-feindouno/profil/spieler/3914,TR1,Elazigspor,75000,7500000
3916,PÃ©guy,Luyindula,PÃ©guy Luyindula,2012,583,peguy-luyindula,Zaire,Kinshasa,France,1979-05-25,Centre-Forward,Attack,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_3916_583_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/peguy-luyindula/profil/spieler/3916,FR1,Paris Saint-Germain Football Club,600000,11250000
3924,Didier,Drogba,Didier Drogba,2014,631,didier-drogba,Cote d'Ivoire,Abidjan,Cote d'Ivoire,1978-03-11,Centre-Forward,Attack,both,189,,,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924,GB1,Chelsea Football Club,500000,40000000
3926,Marama,Vahirua,Marama Vahirua,2012,7185,marama-vahirua,Tahiti,Papeete,Tahiti,1980-05-12,Second Striker,Attack,right,168,,,https://img.a.transfermarkt.technology/portrait/header/s_3926_7185_2013_06_13_1.jpg?lm=1,https://www.transfermarkt.co.uk/marama-vahirua/profil/spieler/3926,GR1,Panthrakikos Komotini,400000,5000000
3942,Martin,Lanig,Martin Lanig,2014,24,martin-lanig,Germany,Bad Mergentheim,Germany,,Defensive Midfield,Midfield,right,190,,,https://img.a.transfermarkt.technology/portrait/header/3942-1407140735.jpg?lm=1,https://www.transfermarkt.co.uk/martin-lanig/profil/spieler/3942,L1,Eintracht Frankfurt FuÃŸball AG,600000,3500000
3947,Henrik,Pedersen,Henrik Pedersen,2012,1177,henrik-pedersen,Denmark,Kopenhagen,Denmark,1975-06-10,Centre-Forward,Attack,right,185,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/henrik-pedersen/profil/spieler/3947,DK1,Silkeborg IdrÃ¦tsforening,150000,2000000
3950,Kevin,Nolan,Kevin Nolan,2015,379,kevin-nolan,England,Liverpool,England,1982-06-24,Attacking Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/3950-1482228569.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-nolan/profil/spieler/3950,GB1,West Ham United Football Club,2000000,8000000
3966,Djibril,CissÃ©,Djibril CissÃ©,2014,595,djibril-cisse,France,Arles,France,1981-08-12,Centre-Forward,Attack,right,182,,TTMA,https://img.a.transfermarkt.technology/portrait/header/3966-1497545601.jpg?lm=1,https://www.transfermarkt.co.uk/djibril-cisse/profil/spieler/3966,FR1,SC Bastia,200000,20000000
3975,Domi,Kumbela,Domi Kumbela,2014,1506,domi-kumbela,Zaire,Kinshasa,DR Congo,1984-04-20,Centre-Forward,Attack,right,172,,KL Sportsbase,https://img.a.transfermarkt.technology/portrait/header/3975-1499184048.jpg?lm=1,https://www.transfermarkt.co.uk/domi-kumbela/profil/spieler/3975,TR1,Kardemir KarabÃ¼kspor,250000,1750000
3978,Svetoslav,Todorov,Svetoslav Todorov,2012,6996,svetoslav-todorov,Bulgaria,Dobrich,Bulgaria,1978-08-30,Centre-Forward,Attack,right,183,,,https://img.a.transfermarkt.technology/portrait/header/3978-1638520064.png?lm=1,https://www.transfermarkt.co.uk/svetoslav-todorov/profil/spieler/3978,UKR1,Goverla Uzhgorod (- 2016),300000,5000000
3979,Iker,Casillas,Iker Casillas,2018,720,iker-casillas,Spain,MÃ³stoles,Spain,1981-05-20,Goalkeeper,Goalkeeper,left,182,,,https://img.a.transfermarkt.technology/portrait/header/3979-1542105569.png?lm=1,https://www.transfermarkt.co.uk/iker-casillas/profil/spieler/3979,PO1,Futebol Clube do Porto,1000000,35000000
3989,Dmitriy,Sychev,Dmitriy Sychev,2013,12438,dmitriy-sychev,UdSSR,Omsk,Russia,1983-10-26,Centre-Forward,Attack,right,176,,Pavel Andreev,https://img.a.transfermarkt.technology/portrait/header/3989-1554113637.png?lm=1,https://www.transfermarkt.co.uk/dmitriy-sychev/profil/spieler/3989,RU1,Volga Nizhniy Novgorod (- 2016),25000,10000000
3995,Gary,O'Neil,Gary O'Neil,2015,1123,gary-oneil,England,London,England,1983-05-18,Central Midfield,Midfield,right,174,,CMG Sports,https://img.a.transfermarkt.technology/portrait/header/s_3995_641_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/gary-oneil/profil/spieler/3995,GB1,Norwich City,500000,7500000
4010,Dirk,Kuyt,Dirk Kuyt,2016,234,dirk-kuyt,Netherlands,Katwijk,Netherlands,1980-07-22,Right Winger,Attack,right,184,,,https://img.a.transfermarkt.technology/portrait/header/4010-1401971428.jpg?lm=1,https://www.transfermarkt.co.uk/dirk-kuyt/profil/spieler/4010,NL1,Feyenoord Rotterdam,1500000,20000000
4015,Louis,Saha,Louis Saha,2012,398,louis-saha,France,Paris,France,1978-08-08,Centre-Forward,Attack,left,182,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/s_4015_398_2013_02_14_1.jpg?lm=1,https://www.transfermarkt.co.uk/louis-saha/profil/spieler/4015,IT1,SocietÃ  Sportiva Lazio S.p.A.,400000,18000000
4018,Daniel,Baier,Daniel Baier,2019,167,daniel-baier,Germany,KÃ¶ln,Germany,1984-05-18,Defensive Midfield,Midfield,right,176,,Robert Schneider,https://img.a.transfermarkt.technology/portrait/header/4018-1534232227.jpg?lm=1,https://www.transfermarkt.co.uk/daniel-baier/profil/spieler/4018,L1,FC Augsburg 1907,400000,3500000
4042,Brad,Jones,Brad Jones,2017,234,brad-jones,Australia,Armadale,Australia,1982-03-19,Goalkeeper,Goalkeeper,left,194,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_4042_31_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/brad-jones/profil/spieler/4042,NL1,Feyenoord Rotterdam,100000,2000000
4055,Dean,Marney,Dean Marney,2017,1132,dean-marney,England,London,England,1984-01-31,Central Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/4055-1520607622.jpg?lm=1,https://www.transfermarkt.co.uk/dean-marney/profil/spieler/4055,GB1,Burnley Football Club,800000,3000000
4056,Simon,Davies,Simon Davies,2012,931,simon-davies,Wales,Haverfordwest,Wales,1979-10-23,Right Midfield,Midfield,right,178,,TMUS Sports,https://img.a.transfermarkt.technology/portrait/header/s_4056_931_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/simon-davies/profil/spieler/4056,GB1,Fulham Football Club,500000,5500000
4058,Lee,Barnard,Lee Barnard,2012,180,lee-barnard,England,London,England,1984-07-18,Centre-Forward,Attack,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_4058_180_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/lee-barnard/profil/spieler/4058,GB1,Southampton FC,250000,500000
4063,Stewart,Downing,Stewart Downing,2016,641,stewart-downing,England,Middlesbrough,England,1984-07-22,Left Winger,Attack,left,180,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/s_4063_31_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/stewart-downing/profil/spieler/4063,GB1,Middlesbrough FC,200000,16000000
4070,Liam,Ridgewell,Liam Ridgewell,2013,984,liam-ridgewell,England,London,England,1984-07-21,Centre-Back,Defender,both,188,,SEM Group plc.,https://img.a.transfermarkt.technology/portrait/header/4070-1520795118.JPG?lm=1,https://www.transfermarkt.co.uk/liam-ridgewell/profil/spieler/4070,GB1,West Bromwich Albion,500000,4500000
4072,Peter,Crouch,Peter Crouch,2018,1132,peter-crouch,England,Macclesfield,England,1981-01-30,Centre-Forward,Attack,right,201,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/4072-1475584165.jpg?lm=1,https://www.transfermarkt.co.uk/peter-crouch/profil/spieler/4072,GB1,Burnley Football Club,1000000,12000000
4075,Luke,Moore,Luke Moore,2013,2292,luke-moore,England,Birmingham,England,1986-02-13,Centre-Forward,Attack,,180,,,https://img.a.transfermarkt.technology/portrait/header/4075-1601202439.jpg?lm=1,https://www.transfermarkt.co.uk/luke-moore/profil/spieler/4075,TR1,Elazigspor,700000,3750000
4086,Darren,Ambrose,Darren Ambrose,2013,441,darren-ambrose,England,Harlow,England,1984-02-29,Left Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/darren-ambrose/profil/spieler/4086,GR1,Apollon Smyrnis,300000,2000000
4094,Frazer,Richardson,Frazer Richardson,2012,180,frazer-richardson,England,Rotherham,England,1982-10-29,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_4094_180_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/frazer-richardson/profil/spieler/4094,GB1,Southampton FC,350000,1000000
4095,Matthew,Kilgallon,Matthew Kilgallon,2018,2999,matthew-kilgallon,England,York,England,1984-01-08,Centre-Back,Defender,,185,,,https://img.a.transfermarkt.technology/portrait/header/4095-1515180894.jpg?lm=1,https://www.transfermarkt.co.uk/matthew-kilgallon/profil/spieler/4095,SC1,Hamilton Academical FC,300000,2000000
4111,Garry,Monk,Garry Monk,2013,2288,garry-monk,England,Bedford,England,1979-03-06,Centre-Back,Defender,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_4111_2288_2013_02_07_1.jpg?lm=1,https://www.transfermarkt.co.uk/garry-monk/profil/spieler/4111,GB1,Swansea City,500000,1250000
4112,Rory,Delap,Rory Delap,2012,512,rory-delap,England,Sutton Coldfield,Ireland,1976-07-06,Central Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_4112_512_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/rory-delap/profil/spieler/4112,GB1,Stoke City,250000,5500000
4115,Chris,Baird,Chris Baird,2014,984,chris-baird,Northern Ireland,Rasharkin,Northern Ireland,1982-02-25,Defensive Midfield,Midfield,right,185,,Midas Sports,https://img.a.transfermarkt.technology/portrait/header/4115-1464949370.jpg?lm=1,https://www.transfermarkt.co.uk/chris-baird/profil/spieler/4115,GB1,West Bromwich Albion,250000,4000000
4133,Richie,Ryan,Richie Ryan,2012,1519,richie-ryan,Ireland,Tipperary,Ireland,1985-01-06,Defensive Midfield,Midfield,both,178,,,https://img.a.transfermarkt.technology/portrait/header/4133-1648288446.jpg?lm=1,https://www.transfermarkt.co.uk/richie-ryan/profil/spieler/4133,SC1,Dundee United FC,100000,350000
4158,Anthony,Lurling,Anthony Lurling,2013,132,anthony-lurling,Netherlands,Den Bosch,Netherlands,1977-04-22,Attacking Midfield,Midfield,,,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/anthony-lurling/profil/spieler/4158,NL1,NAC Breda,100000,2500000
4188,Ricardo,Quaresma,Ricardo Quaresma,2021,2420,ricardo-quaresma,Portugal,Lisboa,Portugal,1983-09-26,Right Winger,Attack,right,175,,,https://img.a.transfermarkt.technology/portrait/header/4188-1631004334.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo-quaresma/profil/spieler/4188,PO1,VitÃ³ria Sport Clube,300000,25000000
4190,Brian,Murphy,Brian Murphy,2018,603,brian-murphy,Ireland,Waterford,Ireland,1983-05-07,Goalkeeper,Goalkeeper,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_4190_1039_2013_03_07_1.jpg?lm=1,https://www.transfermarkt.co.uk/brian-murphy/profil/spieler/4190,GB1,Cardiff City,10000,500000
4192,Rafael,van der Vaart,Rafael van der Vaart,2018,3426,rafael-van-der-vaart,Netherlands,Heemskerk,Netherlands,1983-02-11,Attacking Midfield,Midfield,,,,Robert Geerlings,https://img.a.transfermarkt.technology/portrait/header/4192-1447257367.jpg?lm=1,https://www.transfermarkt.co.uk/rafael-van-der-vaart/profil/spieler/4192,DK1,Esbjerg fB,200000,26000000
